date,year,month,day,1364 ｉシェアーズ JPX日経400 ETF,1369 One ETF 日経225,1385 UBS ETF ユーロ圏大型株50(E･ストックス50),1386 UBS ETF 欧州株(MSCIヨーロッパ),1389 UBS ETF 英国大型株100(FTSE 100),1390 UBS ETF MSCIアジア太平洋株(除く日本),1391 UBS ETF スイス株(MSCIスイス20/35),1392 UBS ETF 英国株(MSCI英国),1393 UBS ETF 米国株(MSCI米国),1394 UBS ETF 先進国株(MSCIワールド),1458 楽天 ETF-日経レバレッジ指数連動型,1459 楽天 ETF-日経ダブルインバース指数連動型,1473 One ETF トピックス,1474 One ETF JPX日経400,1475 iシェアーズ・コア TOPIX ETF,1476 iシェアーズ・コア Ｊリート ETF,1477 iシェアーズ MSCI 日本株最小分散 ETF,1478 iシェアーズ MSCI ジャパン高配当利回り ETF,1482 iシェアーズ・コア 米国債7-10年ETF(H有),1483 iシェアーズ JPX/S&P 設備･人材投資ETF,1484 One ETF JPX/S&P 設備･人材投資指数,1489 (NEXT FUNDS)日経平均高配当株50指数連動型ETF,1493 One ETF JPX日経中小型,1494 One ETF 高配当日本株,1496 iシェアーズ 米ドル建て投資適格社債ETF(H有),1497 iシェアーズ 米ドル建ハイイールド社債ETF(H有),1498 One ETF ESG,1552 国際のETF VIX短期先物指数,1557 SPDR S&P500 ETF,1575 ChinaAMC CSI 300 Index ETF-JDR,1576 南方 FTSE 中国A株 50 ETF,1577 (NEXT FUNDS)野村日本株高配当70連動型ETF,1655 iシェアーズ S&P500 米国株 ETF,1656 iシェアーズ･コア　米国債7-10年 ETF,1657 iシェアーズ･コア MSCI 先進国株(除く日本)ETF,1658 iシェアーズ･コア MSCI 新興国株 ETF,1659 iシェアーズ 米国リート ETF,2516 東証マザーズETF,2522 iシェアーズ オートメーション&ロボット ETF,2555 東証REIT ETF,サイバーエージェント：前日比,サイバーエージェント：翌日比
2020-04-14,2020,4,14,330.0,570.0,75.0,50.0,-10.0,80.0,9.0,70.0,500.0,150.0,520.0,-285.0,29.0,-110.0,30.0,2.0,29.0,11.0,-12.0,-20.0,-20.0,330.0,180.0,150.0,-6.0,-4.0,200.0,-1130.0,620.0,8.0,-9.0,210.0,47.0,-15.0,35.0,18.0,-50.0,24.0,57.0,0.0,20.0,-110.0
2020-04-13,2020,4,13,-340.0,-430.0,85.0,10.0,300.0,0.0,-9.0,-139.0,-500.0,-1670.0,-400.0,210.0,-28.0,50.0,-26.0,12.0,-20.0,-15.0,8.0,1.0,18.0,-430.0,-130.0,-210.0,-10.0,20.0,-200.0,330.0,-620.0,-12.0,-18.0,-270.0,-44.0,-1.0,-41.0,-21.0,4.0,5.0,-25.0,-11.0,45.0,20.0
2020-04-10,2020,4,10,120.0,150.0,-95.0,330.0,0.0,10.0,-10.0,59.0,500.0,1710.0,140.0,-70.0,15.0,-10.0,16.0,-16.0,9.0,13.0,-6.0,-20.0,-27.0,210.0,180.0,250.0,75.0,121.0,180.0,-720.0,400.0,29.0,3.0,230.0,22.0,-22.0,38.0,12.0,103.0,5.0,5.0,11.0,120.0,45.0
2020-04-09,2020,4,9,-110.0,-10.0,120.0,270.0,-1000.0,-5.0,41.0,0.0,-1200.0,740.0,-30.0,5.0,-6.0,310.0,-8.0,-3.0,-26.0,-26.0,-35.0,-27.0,37.0,-20.0,-50.0,-270.0,5.0,2.0,-170.0,100.0,700.0,1.0,2.0,-10.0,51.0,4.0,33.0,2.0,80.0,13.0,30.0,23.0,-105.0,120.0
2020-04-08,2020,4,8,320.0,390.0,130.0,0.0,250.0,155.0,19.0,61.0,200.0,-620.0,340.0,-200.0,19.0,150.0,18.0,80.0,42.0,25.0,6.0,-3.0,29.0,50.0,280.0,250.0,28.0,16.0,230.0,440.0,160.0,-9.0,10.0,-10.0,14.0,3.0,15.0,10.0,3.0,15.0,-12.0,-4.0,-115.0,-105.0
2020-04-07,2020,4,7,-40.0,370.0,-65.0,220.0,-510.0,0.0,18.0,2.0,-2000.0,330.0,290.0,-180.0,24.0,510.0,25.0,50.0,5.0,29.0,-4.0,95.0,49.0,650.0,730.0,-140.0,29.0,48.0,210.0,190.0,750.0,11.0,-2.0,270.0,53.0,-38.0,55.0,75.0,87.0,8.0,35.0,96.0,25.0,-115.0
2020-04-06,2020,4,6,400.0,760.0,50.0,-230.0,250.0,-40.0,42.0,-33.0,-3500.0,120.0,620.0,-490.0,56.0,-100.0,56.0,-21.0,49.0,41.0,-4.0,-164.0,-11.0,250.0,-350.0,770.0,-22.0,34.0,410.0,-2180.0,1230.0,-18.0,7.0,220.0,87.0,4.0,43.0,5.0,1.0,23.0,-9.0,-8.0,20.0,25.0
2020-04-03,2020,4,3,180.0,-10.0,-30.0,-610.0,160.0,-15.0,-5.0,-45.0,4200.0,0.0,20.0,-10.0,-6.0,-150.0,-3.0,-9.0,16.0,-5.0,4.0,-114.0,-35.0,-230.0,-60.0,-290.0,3.0,-75.0,-160.0,20.0,240.0,-16.0,-6.0,-60.0,19.0,42.0,28.0,23.0,-19.0,-13.0,78.0,-9.0,160.0,20.0
2020-04-02,2020,4,2,70.0,-250.0,130.0,740.0,-990.0,35.0,7.0,16.0,-500.0,-140.0,-210.0,140.0,-22.0,-670.0,-20.0,-30.0,-12.0,-28.0,0.0,-3.0,-35.0,-450.0,-50.0,-180.0,-33.0,-28.0,-210.0,-430.0,-180.0,10.0,7.0,-430.0,-13.0,-5.0,-26.0,-3.0,-51.0,-10.0,46.0,-21.0,-110.0,160.0
2020-04-01,2020,4,1,-840.0,-780.0,-135.0,-30.0,1000.0,40.0,-43.0,-30.0,1030.0,120.0,-700.0,375.0,-60.0,130.0,-54.0,-130.0,-58.0,-74.0,5.0,-32.0,-11.0,-1000.0,50.0,-600.0,40.0,2.0,-350.0,-210.0,-1340.0,19.0,-2.0,-670.0,-98.0,0.0,-58.0,-29.0,-51.0,-1.0,-55.0,-132.0,-165.0,-110.0
2020-03-31,2020,3,31,-200.0,-150.0,-15.0,390.0,-1210.0,-50.0,50.0,70.0,1270.0,130.0,-130.0,105.0,-28.0,-220.0,-39.0,52.0,-6.0,-13.0,-6.0,119.0,4.0,-440.0,-600.0,-200.0,56.0,-10.0,-50.0,110.0,610.0,9.0,18.0,-520.0,45.0,7.0,23.0,3.0,27.0,11.0,10.0,52.0,35.0,-165.0
2020-03-30,2020,3,30,140.0,120.0,-295.0,-1250.0,1220.0,-130.0,-79.0,-35.0,100.0,30.0,50.0,-80.0,2.0,240.0,3.0,54.0,-2.0,5.0,37.0,-1.0,42.0,-190.0,-850.0,0.0,31.0,59.0,-190.0,0.0,-420.0,2.0,0.0,280.0,-28.0,26.0,-33.0,-35.0,31.0,-10.0,-24.0,-60.0,110.0,35.0
2020-03-27,2020,3,27,210.0,370.0,-100.0,750.0,500.0,105.0,53.0,-36.0,-630.0,680.0,330.0,-195.0,58.0,120.0,49.0,-78.0,17.0,21.0,1.0,50.0,-15.0,560.0,1550.0,180.0,-55.0,47.0,330.0,-1790.0,970.0,-21.0,-2.0,340.0,63.0,-59.0,77.0,9.0,39.0,13.0,31.0,-30.0,310.0,110.0
2020-03-26,2020,3,26,-40.0,-840.0,35.0,510.0,120.0,115.0,69.0,-173.0,2690.0,-380.0,-740.0,400.0,-23.0,690.0,-21.0,-64.0,-17.0,-4.0,24.0,-40.0,65.0,-470.0,350.0,170.0,83.0,85.0,-160.0,3260.0,-180.0,-10.0,32.0,-240.0,-6.0,-17.0,3.0,8.0,49.0,-32.0,-5.0,-60.0,-95.0,310.0
2020-03-25,2020,3,25,880.0,1470.0,-110.0,-1490.0,-790.0,-285.0,109.0,233.0,-660.0,-20.0,1200.0,-905.0,85.0,370.0,90.0,146.0,83.0,64.0,9.0,30.0,38.0,1580.0,160.0,670.0,67.0,50.0,820.0,-2190.0,1820.0,0.0,-5.0,1170.0,129.0,38.0,114.0,85.0,107.0,23.0,123.0,124.0,185.0,-95.0
2020-03-24,2020,3,24,50.0,1210.0,625.0,110.0,400.0,-15.0,39.0,49.0,-2000.0,0.0,960.0,-940.0,37.0,0.0,45.0,169.0,10.0,94.0,-2.0,0.0,-4.0,1060.0,-130.0,400.0,130.0,66.0,300.0,-5000.0,1060.0,-14.0,-10.0,670.0,84.0,3.0,73.0,56.0,22.0,37.0,101.0,56.0,235.0,185.0
2020-03-23,2020,3,23,150.0,140.0,25.0,10.0,250.0,-635.0,-11.0,-93.0,-2500.0,30.0,210.0,-230.0,-4.0,120.0,6.0,121.0,-3.0,5.0,81.0,-14.0,11.0,120.0,-820.0,-50.0,-32.0,-104.0,0.0,-4450.0,-1220.0,-1.0,-12.0,140.0,-81.0,96.0,-45.0,22.0,-60.0,1.0,25.0,220.0,15.0,235.0
2020-03-19,2020,3,19,-540.0,0.0,-355.0,40.0,-1050.0,700.0,-39.0,108.0,-950.0,70.0,-100.0,130.0,28.0,30.0,10.0,-215.0,59.0,38.0,-40.0,-60.0,26.0,400.0,810.0,170.0,-159.0,-142.0,-30.0,5000.0,-230.0,-39.0,-1.0,-80.0,-26.0,-9.0,-33.0,-77.0,-28.0,-11.0,-70.0,-235.0,-290.0,15.0
2020-03-18,2020,3,18,670.0,-300.0,240.0,-170.0,-200.0,-675.0,19.0,-161.0,700.0,30.0,-180.0,170.0,-36.0,290.0,6.0,-116.0,13.0,-21.0,-25.0,-20.0,32.0,-10.0,300.0,210.0,-60.0,6.0,120.0,4000.0,-950.0,20.0,5.0,-200.0,-65.0,21.0,-74.0,-24.0,-196.0,-7.0,-51.0,-145.0,-35.0,-290.0
2020-03-17,2020,3,17,200.0,-370.0,-450.0,-130.0,200.0,660.0,-189.0,178.0,-1850.0,100.0,30.0,-20.0,80.0,200.0,43.0,-28.0,69.0,12.0,14.0,-60.0,-60.0,380.0,-680.0,-300.0,-20.0,-13.0,30.0,380.0,90.0,20.0,-26.0,200.0,8.0,-51.0,-24.0,-37.0,-1.0,31.0,20.0,-80.0,110.0,-35.0
2020-03-16,2020,3,16,-540.0,-30.0,410.0,130.0,270.0,-555.0,185.0,69.0,1150.0,0.0,-430.0,340.0,-29.0,-1070.0,-33.0,-16.0,-43.0,-6.0,-31.0,-2.0,-31.0,-410.0,-550.0,360.0,82.0,-37.0,40.0,1700.0,-60.0,-35.0,-9.0,-700.0,0.0,59.0,19.0,-35.0,-20.0,-16.0,-40.0,180.0,-175.0,110.0
2020-03-13,2020,3,13,-120.0,-1140.0,-305.0,-130.0,-760.0,45.0,-190.0,-200.0,50.0,270.0,-1170.0,670.0,-68.0,-490.0,-67.0,-196.0,-76.0,-103.0,-32.0,-16.0,-56.0,-1350.0,-230.0,-660.0,-46.0,-4.0,-590.0,2020.0,-790.0,-21.0,0.0,-70.0,-58.0,8.0,-70.0,-15.0,-108.0,-34.0,-67.0,-193.0,-15.0,-175.0
2020-03-12,2020,3,12,-620.0,-860.0,85.0,80.0,-150.0,-265.0,-5.0,-50.0,0.0,-10.0,-540.0,445.0,-59.0,-220.0,-57.0,-136.0,-49.0,-30.0,-15.0,5.0,-26.0,-1140.0,220.0,-630.0,-196.0,-143.0,-470.0,1570.0,-1580.0,20.0,-16.0,-960.0,-115.0,-30.0,-102.0,-103.0,-154.0,-13.0,-125.0,-158.0,-135.0,-15.0
2020-03-11,2020,3,11,-270.0,-490.0,-60.0,-40.0,-580.0,45.0,-2.0,0.0,750.0,410.0,-460.0,205.0,-18.0,180.0,-21.0,15.0,-11.0,-70.0,16.0,-12.0,24.0,-330.0,-780.0,-120.0,-25.0,-26.0,-150.0,1880.0,-770.0,-2.0,-9.0,-270.0,-61.0,4.0,-238.0,-17.0,35.0,-25.0,-53.0,-219.0,-65.0,-135.0
2020-03-10,2020,3,10,260.0,250.0,10.0,-130.0,0.0,-50.0,-38.0,-177.0,-1500.0,-40.0,240.0,-125.0,17.0,-720.0,17.0,-14.0,13.0,52.0,-93.0,8.0,-64.0,150.0,-480.0,190.0,-101.0,5.0,150.0,-500.0,880.0,-1.0,-16.0,250.0,74.0,-8.0,187.0,5.0,-97.0,14.0,-130.0,236.0,240.0,-65.0
2020-03-09,2020,3,9,-650.0,-1080.0,-200.0,130.0,-10.0,20.0,-158.0,-92.0,-1550.0,270.0,-1060.0,465.0,-85.0,-360.0,-85.0,-160.0,-69.0,-88.0,95.0,-59.0,-38.0,-1920.0,20.0,-920.0,21.0,-90.0,-630.0,1500.0,-2590.0,24.0,0.0,-1130.0,-193.0,-11.0,-181.0,-118.0,-108.0,-56.0,-15.0,-109.0,-325.0,240.0
2020-03-06,2020,3,6,-390.0,-610.0,-180.0,-230.0,-100.0,-80.0,-7.0,-31.0,-1700.0,-1010.0,-580.0,235.0,-43.0,100.0,-43.0,-39.0,-42.0,-56.0,37.0,12.0,17.0,-1060.0,-60.0,-480.0,21.0,-21.0,-340.0,1370.0,-1700.0,-29.0,-2.0,-690.0,-126.0,0.0,-61.0,-87.0,-68.0,-19.0,-111.0,-27.0,-50.0,-325.0
2020-03-05,2020,3,5,150.0,240.0,5.0,-120.0,290.0,80.0,15.0,-9.0,200.0,1260.0,230.0,-95.0,10.0,-70.0,13.0,48.0,14.0,10.0,-14.0,-12.0,-6.0,150.0,-210.0,20.0,-9.0,19.0,130.0,100.0,650.0,-9.0,-6.0,50.0,48.0,-1.0,35.0,26.0,46.0,9.0,25.0,35.0,-35.0,-50.0
2020-03-04,2020,3,4,0.0,-20.0,-60.0,-20.0,0.0,-50.0,-51.0,49.0,-100.0,220.0,10.0,-10.0,-9.0,-90.0,-4.0,21.0,0.0,0.0,30.0,3.0,-11.0,-50.0,440.0,-160.0,42.0,-9.0,-70.0,240.0,-350.0,-5.0,26.0,-20.0,-21.0,7.0,-4.0,6.0,-14.0,6.0,-38.0,0.0,75.0,-35.0
2020-03-03,2020,3,3,-410.0,-210.0,120.0,80.0,-310.0,-30.0,1.0,25.0,-1150.0,280.0,-240.0,105.0,-14.0,70.0,-22.0,24.0,-16.0,-22.0,-4.0,17.0,21.0,-400.0,-650.0,-200.0,-19.0,30.0,-110.0,170.0,750.0,2.0,-6.0,-430.0,54.0,-10.0,41.0,7.0,76.0,-9.0,32.0,-136.0,-50.0,75.0
2020-03-02,2020,3,2,290.0,230.0,55.0,-60.0,-110.0,-40.0,-13.0,14.0,1850.0,340.0,280.0,-130.0,16.0,-490.0,14.0,-9.0,26.0,6.0,27.0,44.0,-64.0,-100.0,-400.0,210.0,27.0,2.0,170.0,-300.0,500.0,15.0,6.0,230.0,31.0,25.0,20.0,24.0,-42.0,25.0,48.0,-32.0,50.0,-50.0
2020-02-28,2020,2,28,-510.0,-860.0,-200.0,0.0,0.0,-20.0,-37.0,-179.0,-1100.0,0.0,-910.0,335.0,-57.0,-280.0,-55.0,-122.0,-66.0,-74.0,8.0,1.0,-30.0,-850.0,-90.0,-650.0,-9.0,-36.0,-520.0,1000.0,-2100.0,-2.0,-2.0,-700.0,-145.0,-26.0,-154.0,-79.0,-135.0,-37.0,-117.0,-27.0,-70.0,50.0
2020-02-27,2020,2,27,-330.0,-460.0,-115.0,-20.0,-110.0,-75.0,-137.0,-14.0,500.0,0.0,-490.0,155.0,-39.0,-180.0,-40.0,-38.0,-42.0,-36.0,9.0,18.0,-16.0,-700.0,-580.0,-450.0,8.0,-8.0,-260.0,460.0,-950.0,0.0,5.0,-480.0,-71.0,0.0,-35.0,-30.0,-50.0,-23.0,-67.0,-30.0,-30.0,-70.0
2020-02-26,2020,2,26,-140.0,-170.0,-95.0,-30.0,160.0,-55.0,57.0,-16.0,-750.0,-5660.0,-180.0,65.0,-11.0,-480.0,-11.0,-33.0,-13.0,-10.0,13.0,-9.0,-47.0,-250.0,-20.0,-130.0,-4.0,-13.0,-120.0,690.0,-1300.0,15.0,-8.0,-200.0,-91.0,-20.0,-78.0,-29.0,-75.0,-15.0,-63.0,9.0,-135.0,-30.0
2020-02-25,2020,2,25,-450.0,-800.0,-170.0,0.0,0.0,10.0,-59.0,-40.0,450.0,0.0,-810.0,230.0,-56.0,-20.0,-56.0,-25.0,-53.0,-51.0,15.0,-32.0,3.0,-850.0,-60.0,-550.0,-3.0,-21.0,-410.0,660.0,-1450.0,-7.0,-1.0,-640.0,-105.0,9.0,-94.0,-64.0,-44.0,-20.0,-118.0,4.0,-20.0,-135.0
2020-02-21,2020,2,21,20.0,-80.0,20.0,10.0,0.0,65.0,-27.0,-10.0,-400.0,4470.0,-110.0,25.0,0.0,10.0,-1.0,-1.0,0.0,7.0,11.0,6.0,-4.0,150.0,130.0,60.0,12.0,1.0,20.0,305.0,-150.0,6.0,20.0,60.0,-9.0,32.0,-1.0,-17.0,46.0,5.0,-3.0,13.0,-60.0,-20.0
2020-02-20,2020,2,20,10.0,50.0,50.0,170.0,-290.0,15.0,7.0,-47.0,200.0,100.0,100.0,-25.0,2.0,110.0,4.0,4.0,-11.0,7.0,1.0,25.0,14.0,50.0,-250.0,0.0,-4.0,0.0,-10.0,80.0,500.0,14.0,-2.0,0.0,35.0,31.0,25.0,18.0,-13.0,-6.0,24.0,5.0,70.0,-60.0
2020-02-19,2020,2,19,60.0,240.0,30.0,-150.0,160.0,10.0,-20.0,57.0,400.0,360.0,210.0,-65.0,6.0,-230.0,6.0,5.0,11.0,3.0,-3.0,13.0,-18.0,-100.0,-200.0,20.0,2.0,-3.0,90.0,-5.0,200.0,-2.0,-9.0,-50.0,16.0,3.0,14.0,13.0,7.0,14.0,6.0,-7.0,-5.0,70.0
2020-02-18,2020,2,18,-190.0,-320.0,-100.0,20.0,140.0,-130.0,-16.0,0.0,600.0,-360.0,-370.0,105.0,-23.0,-80.0,-22.0,4.0,-16.0,-21.0,3.0,15.0,-7.0,-200.0,-160.0,-170.0,3.0,2.0,-150.0,110.0,-200.0,-7.0,-16.0,-160.0,-18.0,1.0,-16.0,-27.0,-1.0,-12.0,-26.0,26.0,125.0,-5.0
2020-02-17,2020,2,17,-130.0,-150.0,50.0,260.0,-140.0,-40.0,0.0,40.0,1450.0,0.0,-150.0,35.0,-12.0,-100.0,-14.0,2.0,-17.0,-5.0,3.0,-11.0,-11.0,-150.0,-60.0,-150.0,-1.0,1.0,-90.0,-100.0,50.0,23.0,9.0,-80.0,5.0,8.0,3.0,6.0,31.0,-9.0,-6.0,-7.0,-35.0,125.0
2020-02-14,2020,2,14,-70.0,-150.0,0.0,-120.0,210.0,140.0,5.0,-70.0,-1050.0,100.0,-160.0,40.0,-10.0,-40.0,-11.0,3.0,-9.0,-10.0,2.0,-33.0,-6.0,-150.0,-10.0,-10.0,0.0,-2.0,-80.0,-40.0,200.0,9.0,8.0,-130.0,13.0,6.0,8.0,4.0,18.0,-16.0,1.0,15.0,-75.0,-35.0
2020-02-13,2020,2,13,-50.0,-40.0,0.0,10.0,30.0,-80.0,-129.0,10.0,-300.0,50.0,-40.0,20.0,-7.0,-30.0,-7.0,6.0,-6.0,-2.0,3.0,7.0,-5.0,-150.0,-80.0,-110.0,6.0,3.0,-50.0,-90.0,0.0,16.0,0.0,-110.0,0.0,0.0,6.0,-6.0,6.0,7.0,15.0,4.0,-35.0,-75.0
2020-02-12,2020,2,12,-30.0,170.0,40.0,-90.0,0.0,30.0,17.0,25.0,-650.0,-50.0,170.0,-50.0,-1.0,-100.0,-2.0,10.0,-11.0,-12.0,-4.0,-14.0,-8.0,-150.0,-130.0,-80.0,-2.0,6.0,-30.0,-140.0,450.0,-19.0,0.0,-200.0,30.0,-7.0,27.0,36.0,25.0,8.0,48.0,-36.0,60.0,-35.0
2020-02-10,2020,2,10,-90.0,-150.0,-30.0,-100.0,-10.0,5.0,123.0,-15.0,-2450.0,0.0,-150.0,40.0,-11.0,-40.0,-9.0,2.0,-16.0,-7.0,7.0,-10.0,-11.0,-300.0,180.0,-120.0,10.0,0.0,-100.0,55.0,-200.0,2.0,15.0,-130.0,-12.0,9.0,-17.0,-10.0,-6.0,-5.0,-42.0,24.0,-70.0,60.0
2020-02-07,2020,2,7,-30.0,-70.0,-10.0,130.0,-300.0,165.0,23.0,0.0,-1250.0,1770.0,-50.0,10.0,-8.0,270.0,-6.0,11.0,-3.0,-13.0,6.0,-10.0,31.0,-200.0,200.0,-110.0,0.0,-3.0,-70.0,85.0,-100.0,-24.0,-6.0,-150.0,-12.0,4.0,-10.0,-28.0,5.0,-1.0,-24.0,15.0,-25.0,-70.0
2020-02-06,2020,2,6,130.0,560.0,95.0,-150.0,10.0,-60.0,19.0,20.0,100.0,-1770.0,580.0,-165.0,35.0,210.0,15.0,-22.0,10.0,18.0,-17.0,9.0,22.0,800.0,130.0,420.0,-2.0,15.0,290.0,-330.0,850.0,18.0,5.0,500.0,44.0,4.0,33.0,10.0,-6.0,5.0,24.0,13.0,-15.0,-25.0
2020-02-05,2020,2,5,150.0,240.0,40.0,-10.0,-10.0,-75.0,76.0,59.0,900.0,0.0,270.0,-85.0,18.0,70.0,21.0,6.0,20.0,23.0,-4.0,-10.0,6.0,350.0,-150.0,130.0,-7.0,5.0,130.0,-50.0,400.0,-25.0,-5.0,240.0,37.0,0.0,37.0,15.0,33.0,5.0,91.0,2.0,-40.0,-15.0
2020-02-04,2020,2,4,70.0,120.0,-30.0,100.0,-240.0,-35.0,20.0,-27.0,0.0,90.0,130.0,-30.0,12.0,-90.0,12.0,-1.0,7.0,10.0,-6.0,29.0,-8.0,-50.0,190.0,80.0,-5.0,2.0,80.0,-50.0,300.0,-14.0,10.0,60.0,20.0,-1.0,6.0,37.0,6.0,4.0,27.0,-2.0,65.0,-40.0
2020-02-03,2020,2,3,-60.0,-230.0,-60.0,-180.0,70.0,-130.0,-13.0,-41.0,-950.0,-450.0,-240.0,70.0,-12.0,80.0,-12.0,-16.0,-11.0,-14.0,12.0,-18.0,17.0,-250.0,-300.0,-180.0,22.0,-6.0,-100.0,270.0,-550.0,-2.0,1.0,-140.0,-42.0,1.0,-40.0,-26.0,-25.0,-1.0,-50.0,-1.0,-25.0,65.0
2020-01-31,2020,1,31,60.0,240.0,20.0,0.0,-120.0,115.0,5.0,21.0,-2050.0,70.0,230.0,-80.0,14.0,-200.0,9.0,15.0,19.0,7.0,-2.0,-7.0,-26.0,50.0,-60.0,200.0,-14.0,1.0,130.0,-260.0,350.0,-24.0,3.0,150.0,29.0,0.0,35.0,0.0,2.0,8.0,-2.0,15.0,170.0,-25.0
2020-01-30,2020,1,30,-220.0,-410.0,-80.0,70.0,-50.0,-55.0,-1.0,-62.0,3950.0,20.0,-440.0,125.0,-29.0,80.0,-25.0,4.0,-23.0,-23.0,12.0,-7.0,8.0,-250.0,-10.0,-210.0,15.0,-2.0,-180.0,180.0,-350.0,-1.0,-8.0,-250.0,-31.0,9.0,-26.0,-46.0,-10.0,-10.0,-58.0,-1.0,580.0,170.0
2020-01-29,2020,1,29,50.0,150.0,155.0,20.0,-140.0,-120.0,30.0,30.0,150.0,320.0,160.0,-40.0,7.0,-110.0,5.0,9.0,2.0,6.0,-4.0,3.0,-12.0,150.0,-300.0,70.0,-3.0,15.0,80.0,-120.0,300.0,-16.0,-10.0,110.0,25.0,5.0,17.0,27.0,4.0,-13.0,24.0,19.0,-65.0,580.0
2020-01-28,2020,1,28,-130.0,-110.0,-155.0,30.0,100.0,-70.0,-123.0,-40.0,550.0,0.0,-100.0,25.0,-9.0,-240.0,-7.0,6.0,-7.0,-11.0,3.0,18.0,-25.0,-250.0,-50.0,-120.0,5.0,-10.0,-110.0,-50.0,0.0,5.0,11.0,-130.0,-2.0,6.0,-12.0,-18.0,0.0,-1.0,-27.0,22.0,-90.0,-65.0
2020-01-27,2020,1,27,-280.0,-470.0,-35.0,60.0,30.0,10.0,-16.0,-23.0,-3700.0,-200.0,-550.0,140.0,-27.0,10.0,-29.0,-6.0,-16.0,-26.0,20.0,28.0,4.0,-450.0,-100.0,-280.0,3.0,-15.0,-190.0,640.0,-900.0,7.0,-1.0,-340.0,-63.0,9.0,-50.0,-67.0,-22.0,-13.0,-57.0,-7.0,5.0,-90.0
2020-01-24,2020,1,24,120.0,10.0,-40.0,0.0,140.0,80.0,129.0,-37.0,6500.0,-70.0,30.0,-10.0,0.0,-140.0,-1.0,14.0,-3.0,-4.0,0.0,-30.0,-13.0,-150.0,100.0,-50.0,1.0,2.0,30.0,-150.0,150.0,-1.0,-5.0,-40.0,10.0,-1.0,15.0,7.0,14.0,-6.0,7.0,-3.0,60.0,5.0
2020-01-23,2020,1,23,-100.0,-220.0,-10.0,30.0,-20.0,10.0,-53.0,0.0,0.0,70.0,-250.0,65.0,-16.0,110.0,-14.0,-1.0,-12.0,-17.0,5.0,37.0,14.0,-300.0,-40.0,-180.0,7.0,0.0,-110.0,190.0,-350.0,-9.0,-32.0,-240.0,-27.0,0.0,-35.0,-38.0,-23.0,-4.0,-31.0,8.0,-95.0,60.0
2020-01-22,2020,1,22,160.0,160.0,5.0,20.0,-540.0,90.0,-17.0,0.0,600.0,150.0,200.0,-45.0,10.0,-120.0,8.0,15.0,4.0,7.0,0.0,-28.0,-14.0,100.0,110.0,90.0,5.0,-4.0,80.0,-130.0,250.0,18.0,18.0,20.0,21.0,-4.0,23.0,16.0,21.0,-1.0,18.0,-10.0,10.0,-95.0
2020-01-21,2020,1,21,-120.0,-240.0,5.0,160.0,330.0,0.0,-23.0,19.0,-300.0,10.0,-280.0,60.0,-8.0,80.0,-8.0,-1.0,-11.0,-14.0,5.0,-10.0,9.0,-200.0,50.0,-140.0,1.0,-3.0,-100.0,90.0,-200.0,-1.0,18.0,-120.0,-19.0,3.0,-17.0,-33.0,-4.0,-5.0,-26.0,-10.0,40.0,10.0
2020-01-20,2020,1,20,90.0,60.0,0.0,-150.0,50.0,10.0,44.0,-29.0,350.0,30.0,50.0,-5.0,8.0,70.0,8.0,11.0,9.0,12.0,3.0,0.0,7.0,100.0,0.0,140.0,1.0,-2.0,60.0,10.0,100.0,12.0,-34.0,150.0,10.0,3.0,5.0,6.0,5.0,1.0,24.0,-12.0,125.0,40.0
2020-01-17,2020,1,17,-20.0,110.0,20.0,140.0,-290.0,10.0,68.0,-19.0,-600.0,300.0,120.0,-30.0,6.0,10.0,7.0,13.0,1.0,19.0,-4.0,-1.0,2.0,400.0,-20.0,80.0,0.0,-2.0,80.0,-75.0,200.0,-3.0,40.0,180.0,18.0,1.0,18.0,9.0,28.0,4.0,27.0,0.0,-95.0,125.0
2020-01-16,2020,1,16,20.0,30.0,0.0,-200.0,530.0,40.0,21.0,23.0,150.0,-30.0,20.0,-10.0,0.0,-90.0,0.0,9.0,-1.0,-11.0,0.0,-1.0,-9.0,-200.0,-60.0,50.0,6.0,5.0,20.0,-75.0,300.0,4.0,1.0,-20.0,16.0,5.0,15.0,4.0,25.0,0.0,3.0,8.0,-120.0,-95.0
2020-01-15,2020,1,15,-60.0,-110.0,-10.0,10.0,-80.0,10.0,0.0,-1.0,650.0,310.0,-110.0,25.0,-12.0,30.0,-10.0,-1.0,-4.0,0.0,9.0,-3.0,5.0,0.0,-30.0,-100.0,4.0,-6.0,-60.0,-15.0,-200.0,7.0,-5.0,-50.0,-8.0,7.0,-10.0,-14.0,-11.0,-4.0,-11.0,9.0,-45.0,-120.0
2020-01-14,2020,1,14,-20.0,150.0,40.0,50.0,90.0,10.0,-5.0,50.0,200.0,-20.0,180.0,-40.0,7.0,50.0,5.0,6.0,2.0,11.0,0.0,-4.0,5.0,0.0,210.0,-90.0,1.0,2.0,50.0,-85.0,250.0,-2.0,3.0,0.0,14.0,5.0,16.0,35.0,41.0,-2.0,29.0,12.0,25.0,-45.0
